FL_DATE,AIRLINE,ORIGIN,DEST,CRS_DEP_TIME,NUM_PREVIOUS_FLIGHTS_LATE,AVG_GATE_WAIT_TIME,DELAYED
2065-01-19,Alaska,ATL,EWR,931,4,40.450513823336294,0
2065-01-20,Delta,PHX,IAH,608,3,14.010564677883242,0
2065-01-21,Southwest,LAX,CLT,1175,2,38.4597105649195,0
2065-01-22,Alaska,JFK,LAS,1550,9,37.26188433444508,1
2065-01-23,Frontier,DFW,SLC,1519,2,17.716343758944017,0
2065-01-24,Spirit,SFO,SLC,1278,4,22.643282186061015,0
2065-01-25,Southwest,ATL,FLL,1763,5,44.57403362757045,1
2065-01-26,Southwest,JFK,MSP,1150,5,25.341464798095686,1
2065-01-27,American,JFK,BOS,896,5,44.54709167895717,1
2065-01-28,Alaska,DFW,LAS,1827,4,16.250596122018862,0
2065-01-29,Delta,LAX,EWR,1758,9,15.856513715133683,1
2065-01-30,Delta,SEA,EWR,2172,0,22.976735725861687,0
2065-01-31,Alaska,LAX,LAS,2115,7,53.86482841203819,1
2065-02-01,JetBlue,DEN,FLL,2340,4,29.592684899304643,0
2065-02-02,American,LAX,BOS,516,2,50.0490595907125,1
2065-02-03,American,SEA,MSP,1628,7,57.72319346169862,1
2065-02-04,American,ATL,FLL,2024,9,16.133806749067926,1
2065-02-05,Delta,JFK,CLT,2328,7,36.987441330339465,1
2065-02-06,Southwest,PHX,FLL,757,4,57.46106895859133,1
2065-02-07,Spirit,DEN,FLL,1926,9,50.63903664450205,1
2065-02-08,JetBlue,ORD,BWI,2321,1,29.102336733388384,0
2065-02-09,Frontier,PHX,BOS,699,4,35.352963789225925,0
2065-02-10,American,SFO,BOS,2167,2,59.85366261489361,1
2065-02-11,Delta,ATL,BWI,900,9,33.301202682551256,1
2065-02-12,Delta,DEN,EWR,507,5,0.5209450829608464,1
2065-02-13,Frontier,SEA,BWI,1796,5,9.21858797295271,1
2065-02-14,Southwest,LAX,LAS,915,8,7.6553834302089,1
2065-02-15,Frontier,SFO,FLL,1499,3,23.007606030900227,0
2065-02-16,Alaska,ATL,BOS,1777,2,26.79941426766755,0
2065-02-17,Alaska,LAX,MSP,1153,7,20.486537997343564,1
2065-02-18,Spirit,DFW,FLL,2272,9,38.74754107663335,1
2065-02-19,Frontier,JFK,MSP,971,1,31.418230868399263,0
2065-02-20,Spirit,SFO,IAH,1741,8,23.757362354540934,1
2065-02-21,American,DEN,EWR,1764,4,44.813335951564866,0
2065-02-22,Spirit,MIA,CLT,1461,3,59.97841230197283,1
2065-02-23,American,DEN,BOS,1457,1,12.703259447941544,0
2065-02-24,JetBlue,LAX,MSP,1563,9,48.13349610894496,1
2065-02-25,Spirit,JFK,MSP,1950,0,32.91907166730546,0
2065-02-26,Southwest,MIA,BOS,2353,7,1.7425177852465934,1
2065-02-27,American,ATL,SLC,631,1,51.970940812431216,1
2065-02-28,Southwest,PHX,CLT,716,3,16.780298646277274,0
2065-03-01,Delta,SFO,LAS,2262,4,30.90724106398198,0
2065-03-02,American,ORD,FLL,718,3,54.014135690382545,1
2065-03-03,Delta,MIA,BWI,571,6,42.469601614561554,1
2065-03-04,United,MIA,LAS,1050,7,20.106553927161322,1
2065-03-05,Southwest,PHX,SLC,1676,3,59.979713707496416,1
2065-03-06,United,DEN,SLC,1543,9,36.95668865549227,1
2065-03-07,American,ATL,MSP,1507,1,56.37668752370776,1
2065-03-08,Delta,PHX,LAS,2077,1,46.4673175970903,0
2065-03-09,American,JFK,CLT,2282,1,17.237134408474116,0
2065-03-10,United,MIA,EWR,633,2,7.428234190427238,0
2065-03-11,Frontier,PHX,CLT,1366,9,47.10293391923884,1
2065-03-12,Frontier,DFW,CLT,2000,1,14.024834136071789,0
2065-03-13,American,JFK,LAS,1566,3,32.04497015829105,0
2065-03-14,JetBlue,DEN,IAH,1605,1,11.443628066333506,0
2065-03-15,Alaska,PHX,DTW,2318,7,35.392250835955934,1
2065-03-16,United,SFO,DTW,1700,5,55.9212326804799,1
2065-03-17,American,PHX,BOS,1577,6,22.248593749499413,1
2065-03-18,Delta,ATL,BOS,1184,0,20.803732097441696,0
2065-03-19,American,SEA,SLC,1313,7,0.47767164559578745,1
2065-03-20,Frontier,SFO,BWI,1597,8,48.761185689688034,1
2065-03-21,Delta,LAX,LAS,2276,2,18.820326248937224,0
2065-03-22,Alaska,DFW,LAS,804,2,46.5319382364922,0
2065-03-23,American,PHX,BWI,2028,2,45.856234451252554,0
2065-03-24,Spirit,LAX,CLT,1694,5,28.121607364076628,1
2065-03-25,Frontier,SFO,DTW,2180,8,25.43057770758734,1
2065-03-26,Spirit,SEA,IAH,1884,4,3.923295050495017,0
2065-03-27,Alaska,PHX,EWR,614,6,9.75936689634218,1
2065-03-28,United,ORD,LAS,2227,3,11.601513572200341,0
2065-03-29,Delta,LAX,CLT,1301,9,5.989579362085267,1
2065-03-30,Spirit,ATL,MSP,1398,1,3.1282540308773954,0
2065-03-31,JetBlue,SFO,FLL,1989,5,16.56385292803022,1
2065-04-01,United,JFK,LAS,1219,2,47.44757235319078,0
2065-04-02,Delta,PHX,BOS,1717,8,2.3015424025003806,1
2065-04-03,Frontier,ORD,LAS,2084,9,23.50807837501229,1
2065-04-04,Frontier,JFK,LAS,2327,1,27.801563249291696,0
2065-04-05,Frontier,LAX,FLL,1480,3,17.817236928166057,0
2065-04-06,Alaska,PHX,BOS,530,3,57.960963406223954,1
2065-04-07,Spirit,MIA,BOS,615,2,29.471085907030908,0
2065-04-08,Frontier,JFK,SLC,2052,2,42.21907981418048,0
2065-04-09,Southwest,DEN,BOS,1445,1,23.572791639027866,0
2065-04-10,Frontier,SFO,IAH,1990,3,13.999810105168798,0
2065-04-11,American,JFK,CLT,1476,1,54.17662969000656,1
2065-04-12,Alaska,PHX,FLL,2323,2,57.280239402552944,1
2065-04-13,Delta,JFK,FLL,2237,2,45.08192183157841,0
2065-04-14,Delta,LAX,SLC,1078,8,47.15469564677007,1
2065-04-15,Delta,LAX,CLT,1433,4,53.66118754763348,1
2065-04-16,Delta,DFW,CLT,2156,9,21.25127600754743,1
2065-04-17,American,JFK,EWR,1861,7,13.150381907599142,1
2065-04-18,United,ATL,BOS,1743,6,5.261324423876297,1
2065-04-19,JetBlue,MIA,BOS,1082,1,51.88281746200554,1
2065-04-20,Southwest,DEN,BOS,1699,3,55.35692756693466,1
2065-04-21,American,PHX,FLL,697,5,16.804502807254515,1
2065-04-22,Delta,ORD,FLL,2089,7,23.683325093719986,1
2065-04-23,American,ATL,MSP,1824,2,29.906612880502585,0
2065-04-24,Alaska,SEA,CLT,740,6,4.491234100072092,1
2065-04-25,JetBlue,SEA,EWR,1021,7,24.078471433914757,1
2065-04-26,Delta,LAX,DTW,501,2,4.863318760080482,0
2065-04-27,Southwest,SEA,LAS,711,1,6.703702161886163,0
2065-04-28,Delta,PHX,EWR,2182,2,21.069104276614027,0
2065-04-29,JetBlue,JFK,LAS,1710,7,52.55433027278356,1
2065-04-30,Southwest,MIA,MSP,1726,3,41.381602403854835,0
2065-05-01,JetBlue,SEA,MSP,861,1,3.769740532087169,0
2065-05-02,Southwest,DFW,CLT,2135,3,37.6558015419083,0
2065-05-03,United,DEN,BOS,569,2,15.618913063385651,0
2065-05-04,Spirit,ORD,IAH,1674,2,8.867766957201823,0
2065-05-05,United,JFK,FLL,830,2,43.38179555450017,0
2065-05-06,American,SFO,DTW,2006,6,38.66373200293948,1
2065-05-07,American,LAX,IAH,1324,4,39.76986370401892,0
2065-05-08,Frontier,LAX,LAS,784,4,36.78038783214909,0
2065-05-09,Southwest,PHX,DTW,2157,9,23.37429139174305,1
2065-05-10,Frontier,ATL,IAH,1923,0,32.92235114673384,0
2065-05-11,Frontier,SEA,EWR,2004,2,10.959865706858311,0
2065-05-12,Delta,JFK,EWR,772,4,7.895350891859366,0
2065-05-13,Spirit,ORD,LAS,2326,8,2.8892467497437524,1
2065-05-14,Alaska,SFO,MSP,1060,7,56.68545851445412,1
2065-05-15,Alaska,DFW,IAH,2310,1,41.69028660014121,0
2065-05-16,Delta,ORD,FLL,967,0,31.608120830313158,0
2065-05-17,Delta,MIA,FLL,952,2,53.74456793719999,1
2065-05-18,United,DFW,MSP,630,2,54.231008150937406,1
2065-05-19,Alaska,SEA,MSP,1210,4,35.640400239776596,0
2065-05-20,Southwest,SFO,DTW,995,9,29.386544633512052,1
2065-05-21,JetBlue,SFO,DTW,678,4,51.041313633705315,1
2065-05-22,Frontier,ORD,DTW,2018,7,43.351244704813304,1
2065-05-23,American,SFO,LAS,1164,5,7.825189536965873,1
2065-05-24,Frontier,PHX,FLL,1105,2,8.132138263131221,0
2065-05-25,Frontier,DEN,EWR,1574,8,42.84304349146862,1
2065-05-26,JetBlue,PHX,LAS,1694,2,19.00202410992741,0
2065-05-27,United,ORD,FLL,1347,4,17.930188676398057,0
2065-05-28,Alaska,SFO,BOS,1276,2,10.555824933102038,0
2065-05-29,Frontier,SFO,SLC,1608,3,53.02754078797681,1
2065-05-30,Spirit,MIA,EWR,1063,5,16.12949740925877,1
2065-05-31,Delta,SFO,DTW,671,0,13.002553644430101,0
2065-06-01,Spirit,JFK,BWI,895,2,55.36070471584172,1
2065-06-02,Spirit,ORD,IAH,794,9,46.118248572118475,1
2065-06-03,Alaska,DFW,BWI,2293,9,57.241105135015815,1
2065-06-04,Southwest,MIA,CLT,1329,6,51.98156628190082,1
2065-06-05,United,MIA,CLT,1576,9,49.45912133132454,1
2065-06-06,Frontier,DFW,DTW,1644,2,25.482645970211827,0
2065-06-07,Frontier,ATL,IAH,1807,9,2.948580733195534,1
2065-06-08,Frontier,SEA,MSP,1062,2,42.57295743906104,0
2065-06-09,Delta,DEN,SLC,2315,2,13.169768164098093,0
2065-06-10,JetBlue,JFK,DTW,1830,5,18.023332085719318,1
2065-06-11,Southwest,LAX,CLT,769,9,12.769739095786917,1
2065-06-12,JetBlue,SEA,SLC,902,0,6.502210477877557,0
2065-06-13,American,SEA,FLL,737,2,17.011871685544737,0
2065-06-14,United,MIA,EWR,906,4,51.80587417163245,1
2065-06-15,Southwest,SFO,BOS,673,6,3.3768758797563914,1
2065-06-16,Southwest,PHX,DTW,1795,7,53.74836461068842,1
2065-06-17,Frontier,DFW,CLT,1082,5,34.106920906108854,1
2065-06-18,JetBlue,DFW,SLC,516,9,55.71631032038016,1
2065-06-19,Delta,SEA,BWI,1553,7,49.21555650097114,1
2065-06-20,American,SEA,IAH,2043,4,24.09021813813785,0
2065-06-21,Frontier,SFO,MSP,1305,0,6.24062353507695,0
2065-06-22,Frontier,SEA,MSP,858,8,31.787540847595526,1
2065-06-23,Frontier,DFW,MSP,687,8,50.614344063648254,1
2065-06-24,JetBlue,ORD,BWI,1150,2,0.8123760465044194,0
2065-06-25,Southwest,SEA,FLL,552,2,2.928653418201237,0
2065-06-26,United,DEN,BWI,1434,8,24.69884686597466,1
2065-06-27,Southwest,ORD,MSP,737,5,47.229566799109264,1
2065-06-28,Alaska,SFO,IAH,912,8,49.36208171827606,1
2065-06-29,United,MIA,CLT,2340,8,25.548776170661807,1
2065-06-30,Frontier,ATL,LAS,817,6,8.416572089358338,1
2065-07-01,United,SEA,CLT,1588,8,55.2506873102435,1
2065-07-02,Southwest,SFO,LAS,528,3,1.1800176383703276,0
2065-07-03,Delta,PHX,SLC,957,2,15.057194004472434,0
2065-07-04,Frontier,MIA,LAS,1339,1,11.378300615771828,0
2065-07-05,United,PHX,EWR,786,2,18.945300364808077,0
2065-07-06,Alaska,PHX,SLC,1347,8,53.094621375528504,1
2065-07-07,JetBlue,LAX,MSP,1145,2,0.962748498491941,0
2065-07-08,Delta,SFO,DTW,2005,4,51.452046599030346,1
2065-07-09,Delta,SFO,BWI,1241,2,21.495039720082467,0
2065-07-10,Delta,DEN,SLC,1345,6,16.917190207675752,1
2065-07-11,United,LAX,IAH,1759,7,52.922473324090554,1
2065-07-12,Delta,ATL,BOS,1895,1,4.612088973717059,0
2065-07-13,Southwest,LAX,IAH,934,4,36.308638570274645,0
2065-07-14,Delta,ATL,IAH,1632,0,26.362148794696743,0
2065-07-15,Alaska,ORD,IAH,2177,8,0.17351873160775577,1
2065-07-16,Frontier,MIA,MSP,1773,1,53.64662264019262,1
2065-07-17,Frontier,SEA,IAH,2307,1,3.497296566742578,0
2065-07-18,American,MIA,CLT,668,9,26.13254207246339,1
2065-07-19,Alaska,LAX,FLL,1902,5,52.25073698241727,1
2065-07-20,United,ATL,IAH,1821,7,48.87687923344251,1
2065-07-21,Delta,DFW,SLC,2313,5,21.310415554133296,1
2065-07-22,Delta,SEA,DTW,1489,1,43.34447497741505,0
2065-07-23,Southwest,LAX,BOS,1949,4,42.01133630267706,0
2065-07-24,JetBlue,MIA,MSP,1951,8,55.99113475487797,1
2065-07-25,Delta,LAX,BOS,607,1,36.31244260488438,0
2065-07-26,Spirit,DEN,LAS,1222,6,18.91024457932081,1
2065-07-27,Alaska,MIA,IAH,1088,4,34.25574913314339,0
2065-07-28,United,ORD,CLT,1632,9,3.0048910588846933,1
2065-07-29,Frontier,DFW,BWI,2105,5,0.07145219032015371,1
2065-07-30,American,SEA,BWI,723,2,2.997108916087632,0
2065-07-31,Delta,DEN,IAH,1453,7,16.165859155500193,1
2065-08-01,American,ORD,FLL,2139,3,7.6710121781185014,0
2065-08-02,Delta,LAX,LAS,1186,7,32.04797297884098,1
2065-08-03,United,LAX,BWI,1897,6,53.3141246293829,1
2065-08-04,JetBlue,ATL,MSP,905,1,6.056459452643663,0
2065-08-05,Alaska,JFK,LAS,1032,1,7.057050918202283,0
2065-08-06,Frontier,DEN,CLT,1345,4,52.84859451427135,1
2065-08-07,United,ORD,EWR,2290,0,14.02589567232014,0
2065-08-08,American,SEA,DTW,1004,5,52.327042701477346,1
2065-08-09,Delta,LAX,BWI,1944,5,12.46685483515175,1
2065-08-10,American,SFO,EWR,1425,3,17.82772584281362,0
2065-08-11,Alaska,ORD,DTW,2111,6,3.0681902745096035,1
2065-08-12,Spirit,SEA,FLL,1805,3,38.800446287036536,0
2065-08-13,Frontier,MIA,EWR,1531,0,54.686443624579425,1
2065-08-14,United,LAX,EWR,806,3,29.80673676899026,0
2065-08-15,American,ORD,FLL,1957,0,37.883014891263294,0
2065-08-16,American,SFO,DTW,1724,3,30.724813028908816,0
2065-08-17,Alaska,PHX,SLC,2182,5,23.57621658486188,1
2065-08-18,Spirit,SFO,CLT,1842,4,22.95659549821479,0
2065-08-19,Delta,ORD,MSP,613,6,37.710288763695225,1
2065-08-20,Spirit,PHX,FLL,2032,4,27.118274876463676,0
2065-08-21,American,MIA,BWI,2210,3,35.230150030946064,0
2065-08-22,Alaska,LAX,BWI,2253,2,53.78726726652957,1
2065-08-23,Delta,DEN,MSP,1481,2,33.5668643596744,0
2065-08-24,Spirit,SFO,BWI,1165,6,34.120060160510775,1
2065-08-25,Frontier,DEN,LAS,1221,1,11.6417764271953,0
2065-08-26,Spirit,DEN,EWR,599,4,51.10912147493054,1
2065-08-27,Frontier,MIA,MSP,631,8,25.724744218153276,1
2065-08-28,Spirit,ATL,MSP,619,0,5.38592093039048,0
2065-08-29,JetBlue,SEA,FLL,1987,9,7.9545261299542736,1
2065-08-30,Delta,MIA,IAH,1772,5,8.491173535005084,1
2065-08-31,Spirit,SEA,CLT,1230,0,25.341290458683027,0
2065-09-01,JetBlue,PHX,CLT,787,6,44.42634879105554,1
2065-09-02,United,SFO,IAH,1328,1,10.617937673338592,0
2065-09-03,Alaska,SEA,MSP,1459,0,11.297586005332853,0
2065-09-04,Spirit,SEA,BWI,1120,4,22.535343616523566,0
2065-09-05,Frontier,SEA,IAH,2038,6,13.6931381632562,1
2065-09-06,Delta,ATL,SLC,2167,5,14.828025804186426,1
2065-09-07,Frontier,MIA,BWI,1204,0,49.143920211183016,0
2065-09-08,JetBlue,LAX,SLC,1149,8,24.68189060826186,1
2065-09-09,JetBlue,PHX,BOS,525,8,49.44385357553788,1
2065-09-10,United,ATL,CLT,844,1,6.865134229768457,0
2065-09-11,Frontier,ORD,CLT,2203,5,45.39704127859276,1
2065-09-12,Southwest,PHX,BWI,602,0,50.50645487857301,1
2065-09-13,Alaska,SFO,FLL,962,0,12.309509201168007,0
2065-09-14,Frontier,MIA,EWR,2065,4,9.653394718453551,0
2065-09-15,Southwest,ORD,BOS,2091,2,33.99079110195371,0
2065-09-16,Delta,ATL,EWR,1422,9,29.030215221477434,1
2065-09-17,Alaska,ATL,LAS,848,8,28.23449628214106,1
2065-09-18,Frontier,PHX,BWI,2341,4,30.086035257048778,0
2065-09-19,United,MIA,IAH,822,5,42.90352497704865,1
2065-09-20,Delta,SFO,BWI,1411,3,18.23730899019864,0
2065-09-21,Alaska,ATL,CLT,520,8,38.90767181399891,1
2065-09-22,Frontier,SFO,MSP,1438,6,32.72455073312474,1
2065-09-23,Frontier,JFK,CLT,2240,5,35.251709112442875,1
2065-09-24,Alaska,DEN,LAS,1740,0,20.41293300769027,0
2065-09-25,Southwest,MIA,FLL,694,7,28.81570730524581,1
2065-09-26,Delta,ATL,FLL,1481,7,16.232835712216048,1
2065-09-27,United,SFO,FLL,1217,2,24.761642648565907,0
2065-09-28,United,PHX,FLL,1313,2,1.8289404530122777,0
2065-09-29,Delta,LAX,EWR,1124,8,49.36750908178867,1
2065-09-30,Delta,SFO,LAS,1034,3,3.6321392592443558,0
2065-10-01,JetBlue,PHX,FLL,1848,5,23.907735568207617,1
2065-10-02,American,DFW,DTW,2019,9,24.004821921643465,1
2065-10-03,Frontier,MIA,CLT,885,9,24.144207553225996,1
2065-10-04,Southwest,MIA,LAS,1734,6,23.003926377254132,1
2065-10-05,Delta,LAX,IAH,1550,3,24.70097025067713,0
2065-10-06,Delta,LAX,MSP,2173,4,39.82174630778351,0
2065-10-07,American,ATL,MSP,1229,2,47.253120565934665,0
2065-10-08,American,DFW,CLT,597,5,5.951859505221253,1
2065-10-09,Alaska,ATL,LAS,693,4,36.685565787015385,0
2065-10-10,Spirit,DFW,BWI,2283,3,47.67190674146247,0
2065-10-11,United,SEA,BWI,1799,4,41.997655310254224,0
2065-10-12,Southwest,DFW,BWI,1188,4,16.717457433143647,0
2065-10-13,Alaska,DEN,CLT,1177,3,7.86683764951619,0
2065-10-14,Delta,DFW,MSP,731,2,0.9555207092761653,0
2065-10-15,Frontier,DFW,BWI,1624,1,50.141524549157005,1
2065-10-16,American,SFO,FLL,1941,7,23.406411208061442,1
2065-10-17,JetBlue,SEA,EWR,687,2,33.64359555452542,0
2065-10-18,United,SEA,CLT,957,0,49.02303496755523,0
2065-10-19,Alaska,PHX,FLL,760,1,19.14735588518242,0
2065-10-20,JetBlue,JFK,CLT,703,5,47.11934594332803,1
2065-10-21,United,DFW,LAS,1904,1,22.035763777675676,0
2065-10-22,Spirit,JFK,DTW,809,7,44.30581710342944,1
2065-10-23,Spirit,SFO,LAS,1668,1,26.109526512811247,0
2065-10-24,JetBlue,PHX,SLC,982,6,17.894069380352757,1
2065-10-25,American,DEN,BWI,557,8,17.383151181345266,1
2065-10-26,Alaska,DFW,EWR,1557,0,22.99818078652696,0
2065-10-27,Alaska,DEN,IAH,1684,0,35.14909096865049,0
2065-10-28,Spirit,LAX,SLC,2057,5,53.34269319330386,1
2065-10-29,United,DEN,FLL,999,1,57.80865313850371,1
2065-10-30,JetBlue,ATL,BOS,594,3,26.791663480190074,0
2065-10-31,American,ORD,BWI,2249,3,12.625492906293342,0
2065-11-01,Delta,JFK,EWR,1186,0,38.43929068809602,0
2065-11-02,Alaska,JFK,SLC,1777,0,51.54595378344261,1
2065-11-03,Frontier,SFO,LAS,759,1,4.334069813804319,0
2065-11-04,Delta,LAX,FLL,1815,7,22.47103159100393,1
2065-11-05,American,JFK,DTW,1511,7,53.797272785817256,1
2065-11-06,Spirit,LAX,DTW,1050,3,36.187419337023854,0
2065-11-07,Frontier,ORD,MSP,923,5,45.556695092357785,1
2065-11-08,Alaska,ATL,CLT,568,7,52.543786919883786,1
2065-11-09,Alaska,DEN,BWI,1153,3,7.476422198140811,0
2065-11-10,JetBlue,MIA,EWR,1412,6,21.58374945569143,1
2065-11-11,Frontier,SEA,BOS,681,7,50.3315013804402,1
2065-11-12,Delta,SEA,LAS,879,0,45.39977966197175,0
2065-11-13,Spirit,DFW,BOS,702,6,26.344825428398707,1
2065-11-14,JetBlue,JFK,BWI,994,2,54.70090864581742,1
2065-11-15,Southwest,DFW,SLC,2132,4,2.308892638194273,0
2065-11-16,Delta,DFW,BOS,1872,9,2.6254081856877276,1
2065-11-17,Delta,SEA,IAH,2102,4,52.86565446784553,1
2065-11-18,Southwest,PHX,DTW,1849,0,23.625552053910216,0
2065-11-19,American,DEN,DTW,1991,7,8.07169604955623,1
2065-11-20,Frontier,PHX,BWI,1598,5,4.565051380434051,1
2065-11-21,Frontier,PHX,BWI,1875,7,48.67232079939613,1
2065-11-22,American,SEA,MSP,1938,0,22.68627715786816,0
2065-11-23,Alaska,DEN,BOS,533,2,41.209831156142535,0
2065-11-24,United,PHX,SLC,2107,2,54.31554861254479,1
2065-11-25,JetBlue,MIA,BWI,505,2,53.03241925819548,1
2065-11-26,United,ORD,LAS,1283,8,21.360298092663864,1
2065-11-27,Alaska,DEN,SLC,1910,3,27.456391184025385,0
2065-11-28,Frontier,PHX,SLC,1691,5,36.78279832659228,1
2065-11-29,United,MIA,MSP,1189,1,53.47265600112435,1
2065-11-30,Delta,ATL,EWR,1712,7,11.3824796534464,1
2065-12-01,Delta,DEN,LAS,2192,4,32.18120995418394,0
2065-12-02,Southwest,DFW,BWI,786,7,2.1576710707987523,1
2065-12-03,Southwest,DEN,CLT,1179,6,37.399351722801256,1
2065-12-04,Alaska,ATL,SLC,2140,2,39.321980851322984,0
2065-12-05,Alaska,PHX,BWI,1337,9,7.9555822461134,1
2065-12-06,Spirit,LAX,BWI,798,3,28.339841007867758,0
2065-12-07,Alaska,DEN,FLL,1743,2,36.72993501832097,0
2065-12-08,Delta,PHX,IAH,2123,4,0.26129733148332557,0
2065-12-09,United,ATL,BWI,2305,6,34.15596945905742,1
2065-12-10,JetBlue,LAX,IAH,1042,9,43.53771391485618,1
2065-12-11,Spirit,MIA,BWI,525,1,33.07103948253457,0
2065-12-12,Spirit,MIA,LAS,1906,7,59.188154545693116,1
2065-12-13,Frontier,SEA,EWR,1291,3,55.77629905822869,1
2065-12-14,Spirit,SEA,LAS,2100,0,27.289935494592942,0
2065-12-15,Alaska,SFO,CLT,2173,1,57.48527716523106,1
2065-12-16,Alaska,DFW,LAS,813,8,36.545171009892236,1
2065-12-17,Delta,JFK,FLL,1491,8,30.392940178293788,1
2065-12-18,JetBlue,ATL,LAS,862,5,25.07057206972985,1
2065-12-19,Delta,JFK,BWI,1905,3,49.49143940014128,0
2065-12-20,JetBlue,SEA,LAS,1253,2,19.829959915336705,0
2065-12-21,Delta,SEA,MSP,1586,8,43.225266825747674,1
2065-12-22,United,ATL,EWR,1915,8,33.94442617747647,1
2065-12-23,Frontier,DEN,BWI,1959,0,29.01505221555881,0
2065-12-24,Alaska,SFO,IAH,1286,7,25.997578750888735,1
2065-12-25,American,PHX,LAS,1343,2,19.6068873270532,0
2065-12-26,American,ORD,DTW,962,9,10.082073748293055,1
2065-12-27,Frontier,SEA,BOS,1948,7,56.14067786718462,1
2065-12-28,Alaska,DFW,CLT,1240,8,15.779456352836853,1
2065-12-29,Spirit,SEA,FLL,1953,3,33.236772329229304,0
2065-12-30,Alaska,SFO,IAH,1637,0,27.160917584190788,0
2065-12-31,Alaska,SEA,CLT,1022,6,46.560400783992336,1
2066-01-01,Frontier,SFO,BWI,672,6,54.06316842607421,1
2066-01-02,Alaska,PHX,BOS,597,2,24.37720034333067,0
2066-01-03,Spirit,PHX,BWI,808,9,50.338528780369806,1
2066-01-04,JetBlue,ORD,BOS,1284,2,47.72440663743098,0
2066-01-05,Frontier,SEA,MSP,1167,0,37.45621808355712,0
2066-01-06,United,ATL,BOS,641,7,53.05253822651208,1
2066-01-07,American,DFW,FLL,2315,5,39.301049116472036,1
2066-01-08,Frontier,ORD,EWR,2079,4,58.433046495376345,1
2066-01-09,Southwest,PHX,IAH,1864,6,23.217903802997036,1
2066-01-10,American,ATL,CLT,537,5,22.19632285060735,1
2066-01-11,American,ATL,LAS,1546,0,15.760372061031413,0
2066-01-12,Spirit,SEA,SLC,1594,6,58.2294942838045,1
2066-01-13,Delta,DFW,CLT,1443,8,58.62337824962142,1
2066-01-14,Alaska,LAX,CLT,1962,7,45.79436223622867,1
2066-01-15,Alaska,PHX,BWI,1742,7,28.877112186164336,1
2066-01-16,Alaska,SFO,CLT,2284,8,35.43224192289325,1
2066-01-17,Delta,ATL,LAS,1868,8,36.529272901301724,1
2066-01-18,Spirit,MIA,IAH,617,7,19.71709894326588,1
2066-01-19,Frontier,MIA,DTW,1299,3,17.01807063917901,0
2066-01-20,United,PHX,BOS,824,3,28.25906996325303,0
2066-01-21,United,LAX,DTW,1531,9,26.141046828089326,1
2066-01-22,Spirit,MIA,CLT,1416,7,58.51377658541168,1
2066-01-23,Southwest,JFK,LAS,1491,8,2.0931923656731333,1
2066-01-24,United,LAX,LAS,911,9,17.65057478715628,1
2066-01-25,Spirit,SEA,LAS,950,3,8.053025671280128,0
2066-01-26,Frontier,SFO,IAH,663,7,4.19126119067061,1
2066-01-27,United,MIA,SLC,2211,5,14.566852305096381,1
2066-01-28,Alaska,ORD,LAS,624,5,27.173039481429512,1
2066-01-29,JetBlue,PHX,IAH,1420,2,47.01818456238777,0
2066-01-30,Spirit,DEN,BWI,1683,9,27.062000762257256,1
2066-01-31,American,SEA,IAH,1736,0,34.9654969715888,0
2066-02-01,United,ORD,EWR,1292,4,55.378027101719894,1
2066-02-02,United,MIA,IAH,1335,8,23.605049745435263,1
2066-02-03,Delta,ATL,DTW,711,1,20.030550994617656,0
2066-02-04,Southwest,JFK,BWI,925,0,3.4232445724754013,0
2066-02-05,JetBlue,SEA,DTW,1973,3,41.915480339206525,0
2066-02-06,Frontier,SFO,MSP,1540,4,9.109018614535549,0
2066-02-07,Delta,ATL,CLT,2262,2,7.640718837735827,0
2066-02-08,Alaska,MIA,FLL,2304,9,6.814771495764543,1
2066-02-09,American,SFO,FLL,1951,9,56.99889957882833,1
2066-02-10,Southwest,DEN,EWR,576,7,23.291689114842242,1
2066-02-11,Delta,DEN,CLT,1459,7,1.256503465488148,1
2066-02-12,Spirit,SEA,BWI,789,8,5.289538960806148,1
2066-02-13,United,DFW,BOS,1463,7,28.950240185397053,1
2066-02-14,United,MIA,MSP,1574,4,17.70220263655579,0
2066-02-15,Southwest,PHX,SLC,854,9,2.3849004961693554,1
2066-02-16,United,LAX,EWR,1835,5,10.254429402104817,1
2066-02-17,Spirit,DEN,CLT,514,1,34.42615728589687,0
2066-02-18,Delta,JFK,MSP,1766,3,55.890345879879305,1
2066-02-19,Delta,DFW,CLT,1486,5,31.301779635143795,1
2066-02-20,United,DFW,BOS,1000,8,5.030268387956552,1
2066-02-21,United,MIA,MSP,1451,2,18.720708214816874,0
2066-02-22,Alaska,LAX,BOS,2040,0,1.5932246166699149,0
2066-02-23,American,DFW,LAS,765,9,12.9471887752553,1
2066-02-24,Frontier,DFW,BWI,1608,1,38.69314180775267,0
2066-02-25,Southwest,DEN,CLT,1581,5,21.662075042810898,1
2066-02-26,Delta,SFO,BWI,1931,4,45.847604124634785,0
2066-02-27,Southwest,SEA,BWI,1800,5,42.3623814661396,1
2066-02-28,Alaska,MIA,SLC,2325,5,40.06103227722303,1
2066-03-01,Delta,MIA,CLT,1362,0,50.116075427191795,1
2066-03-02,Alaska,SEA,IAH,2076,1,52.73446986258859,1
2066-03-03,Alaska,MIA,MSP,579,4,35.115181428649144,0
